N,TimeConsumed(μs),MemoryUsed(KB)
40187,65440,12208
40188,65269,12208
40189,65166,12208
40190,64884,12208
40191,65132,12208
40192,65281,12208
40193,65358,12208
40194,65391,12208
40195,65287,12208
40196,65246,12208
40197,64838,12208
40198,64795,12208
40199,65237,12208
40200,65807,12208
40201,65792,12208
40202,64946,12208
40203,64893,12208
40204,65042,12208
40205,64758,12208
40206,64883,12208
40207,65362,12208
40208,64772,12208
40209,65495,12208
40210,64817,12208
40211,65145,12208
40212,65191,12208
40213,65547,12208
40214,64871,12208
40215,65175,12208
40216,65236,12208
40217,65102,12208
40218,64789,12208
40219,64757,12208
40220,64826,12208
40221,64779,12208
40222,64786,12208
40223,65170,12208
40224,64776,12208
40225,65124,12208
40226,65054,12208
40227,65112,12208
40228,65488,12208
40229,64979,12208
40230,65123,12208
40231,65289,12208
40232,65616,12208
40233,65477,12208
40234,64779,12208
40235,66024,12208
40236,65498,12208
40237,65317,12208
40238,65001,12208
40239,65135,12208
40240,65516,12208
40241,65057,12208
40242,65305,12208
40243,65126,12208
40244,65414,12208
40245,65114,12208
40246,65356,12208
40247,65709,12208
40248,65564,12208
40249,65377,12208
40250,65868,12208
40251,65253,12208
40252,62225,12208
40253,58224,12208
40254,57856,12208
40255,58731,12208
40256,57808,12208
40257,57708,12208
40258,58311,12208
40259,58471,12208
40260,58667,12208
40261,58304,12208
40262,57970,12208
40263,75969,12208
40264,58406,12208
40265,58085,12208
40266,60753,12208
40267,61091,12208
40268,60673,12208
40269,59381,12208
40270,59290,12208
40271,60001,12208
40272,59880,12208
40273,60678,12208
40274,59617,12208
40275,60489,12208
40276,62010,12208
40277,64928,12208
40278,65796,12208
40279,65565,12208
40280,65638,12208
40281,65669,12208
40282,65319,12208
40283,65500,12208
40284,65472,12208
40285,65903,12208
40286,65527,12208
40287,65570,12208
40288,65347,12208
40289,65061,12208
40290,65002,12208
40291,64969,12208
40292,65351,12208
40293,65033,12208
40294,65909,12208
40295,69888,12208
40296,76001,12208
40297,75712,12208
40298,76004,12208
40299,75564,12208
40300,75784,12208
40301,75968,12208
40302,75949,12208
40303,75575,12208
40304,65596,12208
40305,69460,12208
40306,65796,12208
40307,65469,12208
40308,65197,12208
40309,75358,12208
40310,76769,12208
40311,76159,12208
40312,75884,12208
40313,76508,12208
40314,78193,12208
40315,85200,12208
40316,81034,12208
40317,77589,12208
40318,75672,12208
40319,75461,12208
40320,75704,12208
40321,75643,12208
40322,75878,12208
40323,75701,12208
40324,75753,12208
40325,75340,12208
40326,75184,12208
40327,76088,12208
40328,75711,12208
40329,75635,12208
40330,75832,12208
40331,65747,12208
40332,65548,12208
40333,65591,12208
40334,65597,12208
40335,65499,12208
40336,65877,12208
40337,65828,12208
40338,65321,12208
40339,65814,12208
40340,66306,12208
40341,65405,12208
40342,65505,12208
40343,65352,12208
40344,65212,12208
40345,65189,12208
40346,65716,12208
40347,65207,12208
40348,65224,12208
40349,65094,12208
40350,65261,12208
40351,65648,12208
40352,65249,12208
40353,65605,12208
40354,65576,12208
40355,65563,12208
40356,65066,12208
40357,65547,12208
40358,65111,12208
40359,65000,12208
40360,65620,12208
40361,65707,12208
40362,65465,12208
40363,65356,12208
40364,65541,12208
40365,65079,12208
40366,65050,12208
40367,65955,12208
40368,66056,12208
40369,65235,12208
40370,65610,12208
40371,65406,12208
40372,65379,12208
40373,67017,12208
40374,65725,12208
40375,65617,12208
40376,65321,12208
40377,65421,12208
40378,65294,12208
40379,65848,12208
40380,65801,12208
40381,65507,12208
40382,65314,12208
40383,65579,12208
40384,65358,12208
40385,64821,12208
40386,58831,12208
40387,58227,12208
40388,58105,12208
40389,58396,12208
40390,58824,12208
40391,58095,12208
40392,58362,12208
40393,58137,12208
40394,58881,12208
40395,58798,12208
40396,64510,12208
40397,61056,12208
40398,60040,12208
40399,61903,12208
40400,59989,12208
40401,61920,12208
40402,60715,12208
40403,59614,12208
40404,59641,12208
40405,59773,12208
40406,59615,12208
40407,62988,12208
40408,65409,12208
40409,65963,12208
40410,70736,12208
40411,70636,12208
40412,72343,12208
40413,65881,12208
40414,65709,12208
40415,67917,12208
40416,75763,12208
40417,66368,12208
40418,65691,12208
40419,65498,12208
40420,65737,12208
40421,65725,12208
40422,65565,12208
40423,65777,12208
40424,65333,12208
40425,65254,12208
40426,65176,12208
40427,65149,12208
40428,65788,12208
40429,67103,12208
40430,68033,12208
40431,67404,12208
40432,65866,12208
40433,65850,12208
40434,66093,12208
40435,66637,12208
40436,65603,12208
40437,76723,12208
40438,77609,12208
40439,77713,12208
40440,75939,12208
40441,75356,12208
40442,75420,12208
40443,75286,12208
40444,76124,12208
40445,75908,12208
40446,75757,12208
40447,75685,12208
40448,76029,12208
40449,75993,12208
40450,75724,12208
40451,76561,12208
40452,76325,12208
40453,75846,12208
40454,76305,12208
40455,76066,12208
40456,75480,12208
40457,76079,12208
40458,67567,12208
40459,65853,12208
40460,65787,12208
40461,66397,12208
40462,65391,12208
40463,65270,12208
40464,65318,12208
40465,65225,12208
40466,65793,12208
40467,66375,12208
40468,68088,12208
40469,67336,12208
40470,75950,12208
40471,75466,12208
40472,78320,12208
40473,76998,12208
40474,76791,12208
40475,79017,12208
40476,77449,12208
40477,76227,12208
40478,76048,12208
40479,75811,12208
40480,76526,12208
40481,65920,12208
40482,65727,12208
40483,69142,12208
40484,70600,12208
40485,65595,12208
40486,65943,12208
40487,65738,12208
40488,65499,12208
40489,65720,12208
40490,65400,12208
40491,65267,12208
40492,65216,12208
40493,65240,12208
40494,65400,12208
40495,65338,12208
40496,65810,12208
40497,65923,12208
40498,66915,12208
40499,75610,12208
40500,76102,12208
40501,76298,12208
40502,76251,12208
40503,75489,12208
40504,76831,12208
40505,76732,12208
40506,77113,12208
40507,75998,12208
40508,75913,12208
40509,75532,12208
40510,76026,12208
40511,76336,12208
40512,77047,12208
40513,76025,12208
40514,75949,12208
40515,75798,12208
40516,70487,12208
40517,65661,12208
40518,65468,12208
40519,65329,12208
40520,65240,12208
40521,65776,12208
40522,66063,12208
40523,65951,12208
40524,65800,12208
40525,66027,12208
40526,66202,12208
40527,65566,12208
40528,66429,12208
40529,66102,12208
40530,65708,12208
40531,66251,12208
40532,66007,12208
40533,66324,12208
40534,65843,12208
40535,66197,12208
40536,65746,12208
40537,65463,12208
40538,66013,12208
40539,66143,12208
40540,65744,12208
40541,65899,12208
40542,65956,12208
40543,65432,12208
40544,65933,12208
40545,65884,12208
40546,65873,12208
40547,66839,12208
40548,66720,12208
40549,66241,12208
40550,66156,12208
40551,65661,12208
40552,65687,12208
40553,65831,12208
40554,65946,12208
40555,65598,12208
40556,65423,12208
40557,66203,12208
40558,65541,12208
40559,65727,12208
40560,66515,12208
40561,65850,12208
40562,65694,12208
40563,66076,12208
40564,66092,12208
40565,65743,12208
40566,65725,12208
40567,65638,12208
40568,66047,12208
40569,62568,12208
40570,59723,12208
40571,58567,12208
40572,58307,12208
40573,65171,12208
40574,63734,12208
40575,58750,12208
40576,58638,12208
40577,61466,12208
40578,59020,12208
40579,62163,12208
40580,61360,12208
40581,60781,12208
40582,63062,12208
40583,63824,12208
40584,65343,12208
40585,65856,12208
40586,62607,12208
40587,59834,12208
40588,62835,12208
40589,60201,12208
40590,61839,12208
40591,60039,12208
40592,61524,12208
40593,59333,12208
40594,62879,12208
40595,66413,12208
40596,66211,12208
40597,65773,12208
40598,65597,12208
40599,60670,12208
40600,59992,12208
40601,61699,12208
40602,59884,12208
40603,63710,12208
40604,60158,12208
40605,61194,12208
40606,60590,12208
40607,62335,12208
40608,63439,12208
40609,61263,12208
40610,61734,12208
40611,64558,12208
40612,65735,12208
40613,62606,12208
40614,61417,12208
40615,61318,12208
40616,61647,12208
40617,62997,12208
40618,60198,12208
40619,61574,12208
40620,61549,12208
40621,62116,12208
40622,65743,12208
40623,62776,12208
40624,61286,12208
40625,61368,12208
40626,65896,12208
40627,61711,12208
40628,64374,12208
40629,65948,12208
40630,67527,12208
40631,65865,12208
40632,65730,12208
40633,66301,12208
40634,66640,12208
40635,66829,12208
40636,70116,12208
40637,67972,12208
40638,67068,12208
40639,65949,12208
40640,66204,12208
40641,65842,12208
40642,65835,12208
40643,65935,12208
40644,65594,12208
40645,65570,12208
40646,65900,12208
40647,65585,12208
40648,65536,12208
40649,65666,12208
40650,65867,12208
40651,68089,12208
40652,66037,12208
40653,65859,12208
40654,65548,12208
40655,66307,12208
40656,65947,12208
40657,65948,12208
40658,66134,12208
40659,65720,12208
40660,66381,12208
40661,65789,12208
40662,66254,12208
40663,65732,12208
40664,66091,12208
40665,65609,12208
40666,71137,12208
40667,73609,12208
40668,71517,12208
40669,69570,12208
40670,70357,12208
40671,69599,12208
40672,68269,12208
40673,74091,12208
40674,67088,12208
40675,69534,12208
40676,67470,12208
40677,67383,12208
40678,69480,12208
40679,67772,12208
40680,74057,12208
40681,69310,12208
40682,69077,12208
40683,66457,12208
40684,67585,12208
40685,66644,12208
40686,65775,12208
40687,65664,12208
40688,66291,12208
40689,66189,12208
40690,66029,12208
40691,66638,12208
40692,76747,12208
40693,70154,12208
40694,65711,12208
40695,71193,12208
40696,72346,12208
40697,65950,12208
40698,65770,12208
40699,66067,12208
40700,66393,12208
40701,66471,12208
40702,66045,12208
40703,66143,12208
40704,66059,12208
40705,65772,12208
40706,65996,12208
40707,66483,12208
40708,66159,12208
40709,66073,12208
40710,75348,12208
40711,65882,12208
40712,66056,12208
40713,65820,12208
40714,66399,12208
40715,66237,12208
40716,66185,12208
40717,66204,12208
40718,66168,12208
40719,66033,12208
40720,66168,12208
40721,66121,12208
40722,66134,12208
40723,66834,12208
40724,66698,12208
40725,75962,12208
40726,76855,12208
40727,76618,12208
40728,76636,12208
40729,76684,12208
40730,75992,12208
40731,76453,12208
40732,76925,12208
40733,77071,12208
40734,76553,12208
40735,76776,12208
40736,76938,12208
40737,76020,12208
40738,75858,12208
40739,76123,12208
40740,75941,12208
40741,75864,12208
40742,71097,12208
40743,65772,12208
40744,67128,12208
40745,67731,12208
40746,67147,12208
40747,66743,12208
40748,65966,12208
40749,66371,12208
40750,65899,12208
40751,65763,12208
40752,66505,12208
40753,66028,12208
40754,66383,12208
40755,66155,12208
40756,65995,12208
40757,66193,12208
40758,66470,12208
40759,66719,12208
40760,66461,12208
40761,67122,12208
40762,66048,12208
40763,65917,12208
40764,66235,12208
40765,66131,12208
40766,65885,12208
40767,65876,12208
40768,65822,12208
40769,66714,12208
40770,66208,12208
40771,65703,12208
40772,65701,12208
40773,66352,12208
40774,66565,12208
40775,65935,12208
40776,66081,12208
40777,65796,12208
40778,65813,12208
40779,65811,12208
40780,65951,12208
40781,66133,12208
40782,65878,12208
40783,65732,12208
40784,66246,12208
40785,66432,12208
40786,67526,12208
40787,66972,12208
40788,66295,12208
40789,66082,12208
40790,66386,12208
40791,67493,12208
40792,67513,12208
40793,70983,12208
40794,68997,12208
40795,67749,12208
40796,66463,12208
40797,66284,12208
40798,66740,12208
40799,66764,12208
40800,66106,12208
40801,66298,12208
40802,65936,12208
40803,66071,12208
40804,66255,12208
40805,67138,12208
40806,66122,12208
40807,66418,12208
40808,66383,12208
40809,66714,12208
40810,66148,12208
40811,67036,12208
40812,66027,12208
40813,65846,12208
40814,66692,12208
40815,66552,12208
40816,66435,12208
40817,66902,12208
40818,66355,12208
40819,66528,12208
40820,66272,12208
40821,66230,12208
40822,65971,12208
40823,65821,12208
40824,66017,12208
40825,66048,12208
40826,66341,12208
40827,66468,12208
40828,66673,12208
40829,66355,12208
40830,66269,12208
40831,65931,12208
40832,65840,12208
40833,66276,12208
40834,64956,12208
40835,58727,12208
40836,60676,12208
40837,60857,12208
40838,60628,12208
40839,61935,12208
40840,62594,12208
40841,61314,12208
40842,63206,12208
40843,63130,12208
40844,62833,12208
40845,62234,12208
40846,64075,12208
40847,62917,12208
40848,63061,12208
40849,63675,12208
40850,66599,12208
40851,66930,12208
40852,66533,12208
40853,66681,12208
40854,66529,12208
40855,65998,12208
40856,65907,12208
40857,64312,12208
40858,61631,12208
40859,62839,12208
40860,62265,12208
40861,63263,12208
40862,62712,12208
40863,63523,12208
40864,63336,12208
40865,67207,12208
40866,63681,12208
40867,63022,12208
40868,72190,12208
40869,66248,12208
40870,66402,12208
40871,66080,12208
40872,63016,12208
40873,64581,12208
40874,63104,12208
40875,63291,12208
40876,66763,12208
40877,66520,12208
40878,65959,12208
40879,65959,12208
40880,64505,12208
40881,66654,12208
40882,67487,12208
40883,67351,12208
40884,67019,12208
40885,66076,12208
40886,66575,12208
40887,66472,12208
40888,66917,12208
40889,66541,12208
40890,66770,12208
40891,66155,12208
40892,66316,12208
40893,66337,12208
40894,66234,12208
40895,66057,12208
40896,66688,12208
40897,67468,12208
40898,66630,12208
40899,66524,12208
40900,66277,12208
40901,66353,12208
40902,67065,12208
40903,66321,12208
40904,66550,12208
40905,66605,12208
40906,66473,12208
40907,66376,12208
40908,66068,12208
40909,66125,12208
40910,66396,12208
40911,66449,12208
40912,66133,12208
40913,65999,12208
40914,67181,12208
40915,66559,12208
40916,66917,12208
40917,66782,12208
40918,66082,12208
40919,66704,12208
40920,66237,12208
40921,66381,12208
40922,66200,12208
40923,66315,12208
40924,66267,12208
40925,66314,12208
40926,66225,12208
40927,66030,12208
40928,66020,12208
40929,66656,12208
40930,66060,12208
40931,66111,12208
40932,66329,12208
40933,66069,12208
40934,66004,12208
40935,73306,12208
40936,66133,12208
40937,66427,12208
40938,66476,12208
40939,66089,12208
40940,66754,12208
40941,66415,12208
40942,66024,12208
40943,66541,12208
40944,66753,12208
40945,66933,12208
40946,67383,12208
40947,66741,12208
40948,68057,12208
40949,68167,12208
40950,66963,12208
40951,67321,12208
40952,76771,12208
40953,77733,12208
40954,80478,12208
40955,80932,12208
40956,81354,12208
40957,77596,12208
40958,77243,12208
40959,76809,12208
40960,77025,12208
40961,76782,12208
40962,76616,12208
40963,76672,12208
40964,76741,12208
40965,76602,12208
40966,77131,12208
40967,76421,12208
40968,76645,12208
40969,76482,12208
40970,76482,12208
40971,76966,12208
40972,77044,12208
40973,77123,12208
40974,78004,12208
40975,77391,12208
40976,68014,12208
40977,66254,12208
40978,66073,12208
40979,66345,12208
40980,66696,12208
40981,66374,12208
40982,67040,12208
40983,68790,12208
40984,67134,12208
40985,67053,12208
40986,67902,12208
40987,67565,12208
40988,67445,12208
40989,67910,12208
40990,67415,12208
40991,70254,12208
40992,66403,12208
40993,67227,12208
40994,67149,12208
40995,67286,12208
40996,66900,12208
40997,135466,12208
40998,92352,12208
40999,77108,12208
41000,78139,12208
41001,80583,12208
41002,77199,12208
41003,77100,12208
41004,79308,12208
41005,77297,12208
41006,76924,12208
41007,77411,12208
41008,77662,12208
41009,77604,12208
41010,77129,12208
41011,77901,12208
41012,77280,12208
41013,76977,12208
41014,76111,12208
41015,66660,12208
41016,66320,12208
41017,67481,12208
41018,66662,12208
41019,67544,12208
41020,67106,12208
41021,67208,12208
41022,67099,12208
41023,72225,12208
41024,74938,12208
41025,72840,12208
41026,66674,12208
41027,66286,12208
41028,67109,12208
41029,66973,12208
41030,66482,12208
41031,66712,12208
41032,67137,12208
41033,67113,12208
41034,68948,12208
41035,71126,12208
41036,66420,12208
41037,66287,12208
41038,66733,12208
41039,66731,12208
41040,66543,12208
41041,66657,12208
41042,67339,12208
41043,66720,12208
41044,66577,12208
41045,66732,12208
41046,66497,12208
41047,66547,12208
41048,66517,12208
41049,66402,12208
41050,67058,12208
41051,66712,12208
41052,66281,12208
41053,67188,12208
41054,66664,12208
41055,66982,12208
41056,66660,12208
41057,66235,12208
41058,66433,12208
41059,66282,12208
41060,66281,12208
41061,66284,12208
41062,66257,12208
41063,66772,12208
41064,67007,12208
41065,70483,12208
41066,67378,12208
41067,66712,12208
41068,66897,12208
41069,66947,12208
41070,67347,12208
41071,67302,12208
41072,67312,12208
41073,66783,12208
41074,66636,12208
41075,67333,12208
41076,66598,12208
41077,66940,12208
41078,67231,12208
41079,66470,12208
41080,66484,12208
41081,66409,12208
41082,66690,12208
41083,67657,12208
41084,66495,12208
41085,66966,12208
41086,67550,12208
41087,66847,12208
41088,66687,12208
41089,66609,12208
41090,66906,12208
41091,66543,12208
41092,67088,12208
41093,66572,12208
41094,67002,12208
41095,66925,12208
41096,66934,12208
41097,68269,12208
41098,67471,12208
41099,67341,12208
41100,67692,12208
41101,68032,12208
41102,67784,12208
41103,67105,12208
41104,66822,12208
41105,68238,12208
41106,67406,12208
41107,68553,12208
41108,68191,12208
41109,69851,12208
41110,67683,12208
41111,66892,12208
41112,67189,12208
41113,67125,12208
41114,66759,12208
41115,66645,12208
41116,66830,12208
41117,66900,12208
41118,67481,12208
41119,66891,12208
41120,66556,12208
41121,66927,12208
41122,67245,12208
41123,67040,12208
41124,67390,12208
41125,66871,12208
41126,66784,12208
41127,66580,12208
41128,67341,12208
41129,67733,12208
41130,67129,12208
41131,66757,12208
41132,66608,12208
41133,60020,12208
41134,59241,12208
