N,TimeConsumed(μs),MemoryUsed(KB)
27766,25231,10880
27767,25370,10880
27768,25409,10880
27769,25267,10880
27770,25439,10880
27771,25727,10880
27772,25213,10880
27773,25374,10880
27774,25290,10880
27775,25300,10880
27776,25271,10880
27777,25255,10880
27778,25344,10880
27779,25411,10880
27780,25873,10880
27781,25433,10880
27782,25394,10880
27783,25641,10880
27784,25412,10880
27785,25502,10880
27786,25346,10880
27787,25109,10880
27788,25354,10880
27789,25253,10880
27790,25268,10880
27791,25213,10880
27792,25459,10880
27793,25639,10880
27794,25394,10880
27795,25442,10880
27796,25399,10880
27797,25261,10880
27798,25289,10880
27799,25787,10880
27800,25308,10880
27801,25713,10880
27802,25299,10880
27803,25656,10880
27804,25656,10880
27805,25408,10880
27806,25385,10880
27807,25320,10880
27808,25594,10880
27809,25658,10880
27810,25282,10880
27811,25487,10880
27812,25288,10880
27813,25258,10880
27814,25252,10880
27815,25258,10880
27816,25284,10880
27817,25274,10880
27818,25284,10880
27819,25315,10880
27820,25585,10880
27821,25473,10880
27822,25943,10880
27823,25508,10880
27824,25420,10880
27825,25624,10880
27826,25817,10880
27827,61256,10880
27828,46634,10880
27829,29411,10880
27830,25650,10880
27831,25914,10880
27832,25919,10880
27833,25819,10880
27834,25811,10880
27835,25999,10880
27836,25593,10880
27837,25736,10880
27838,25720,10880
27839,25668,10880
27840,25519,10880
27841,26047,10880
27842,25583,10880
27843,26177,10880
27844,25663,10880
27845,25823,10880
27846,25721,10880
27847,25890,10880
27848,25826,10880
27849,25635,10880
27850,26064,10880
27851,25800,10880
27852,25752,10880
27853,25532,10880
27854,25874,10880
27855,25585,10880
27856,25907,10880
27857,25571,10880
27858,25555,10880
27859,25920,10880
27860,25843,10880
27861,26153,10880
27862,25997,10880
27863,25896,10880
27864,25763,10880
27865,25898,10880
27866,25160,10880
27867,25727,10880
27868,25582,10880
27869,25751,10880
27870,25748,10880
27871,25674,10880
27872,25289,10880
27873,25674,10880
27874,25496,10880
27875,26476,10880
27876,29335,10880
27877,42932,10880
27878,27951,10880
27879,28788,10880
27880,26115,10880
27881,25748,10880
27882,31099,10880
27883,26532,10880
27884,25659,10880
27885,25989,10880
27886,26134,10880
27887,25812,10880
27888,62136,10880
27889,28906,10880
27890,25757,10880
27891,26627,10880
27892,26128,10880
27893,25972,10880
27894,26077,10880
27895,25773,10880
27896,25673,10880
27897,25712,10880
27898,25506,10880
27899,25736,10880
27900,25612,10880
27901,25825,10880
27902,25563,10880
27903,25995,10880
27904,26146,10880
27905,25671,10880
27906,25645,10880
27907,25604,10880
27908,25617,10880
27909,25383,10880
27910,25262,10880
27911,25412,10880
27912,25427,10880
27913,25820,10880
27914,26613,10880
27915,26413,10880
27916,26930,10880
27917,26528,10880
27918,25235,10880
27919,25585,10880
27920,25909,10880
27921,26063,10880
27922,42701,10880
27923,36701,10880
27924,26104,10880
27925,25996,10880
27926,25367,10880
27927,25676,10880
27928,25610,10880
27929,25340,10880
27930,25554,10880
27931,25320,10880
27932,25559,10880
27933,25941,10880
27934,25455,10880
27935,25614,10880
27936,25741,10880
27937,25510,10880
27938,25481,10880
27939,25340,10880
27940,25387,10880
27941,25542,10880
27942,25469,10880
27943,25583,10880
27944,25555,10880
27945,25429,10880
27946,25540,10880
27947,25426,10880
27948,25576,10880
27949,25468,10880
27950,25703,10880
27951,25597,10880
27952,25687,10880
27953,25686,10880
27954,25957,10880
27955,25957,10880
27956,26356,10880
27957,26804,10880
27958,28888,10880
27959,26237,10880
27960,25551,10880
27961,25751,10880
27962,26284,10880
27963,26259,10880
27964,26292,10880
27965,26420,10880
27966,26013,10880
27967,25748,10880
27968,27268,10880
27969,26426,10880
27970,26017,10880
27971,25581,10880
27972,25641,10880
27973,25450,10880
27974,25603,10880
27975,25644,10880
27976,25420,10880
27977,26332,10880
27978,25764,10880
27979,25584,10880
27980,26126,10880
27981,25754,10880
27982,25461,10880
27983,25628,10880
27984,25416,10880
27985,25548,10880
27986,25417,10880
27987,25335,10880
27988,25756,10880
27989,25869,10880
27990,25393,10880
27991,26153,10880
27992,25579,10880
27993,25680,10880
27994,25731,10880
27995,25880,10880
27996,26385,10880
27997,26470,10880
27998,25881,10880
27999,25926,10880
28000,26138,10880
28001,26537,10880
28002,26229,10880
28003,26400,10880
28004,26101,10880
28005,25959,10880
28006,26066,10880
28007,26046,10880
28008,25922,10880
28009,25603,10880
28010,25643,10880
28011,25374,10880
28012,25643,10880
28013,25848,10880
28014,26949,10880
28015,25934,10880
28016,25393,10880
28017,25682,10880
28018,25695,10880
28019,26499,10880
28020,26314,10880
28021,28830,10880
28022,29048,10880
28023,26028,10880
28024,26121,10880
28025,26288,10880
28026,26166,10880
28027,26074,10880
28028,25491,10880
28029,26707,10880
28030,25917,10880
28031,26688,10880
28032,25739,10880
28033,25857,10880
28034,26068,10880
28035,25963,10880
28036,26280,10880
28037,25659,10880
28038,26077,10880
28039,26027,10880
28040,29309,10880
28041,26055,10880
28042,25696,10880
28043,25923,10880
28044,26081,10880
28045,25631,10880
28046,25752,10880
28047,25697,10880
28048,25679,10880
28049,25705,10880
28050,25905,10880
28051,25657,10880
28052,26105,10880
28053,26017,10880
28054,26482,10880
28055,26366,10880
28056,26509,10880
28057,26016,10880
28058,26314,10880
28059,26305,10880
28060,26067,10880
28061,26084,10880
28062,25952,10880
28063,26153,10880
28064,25825,10880
28065,26117,10880
28066,26226,10880
28067,26548,10880
28068,26281,10880
28069,25967,10880
28070,26134,10880
28071,26392,10880
28072,26823,10880
28073,26424,10880
28074,25910,10880
28075,26103,10880
28076,26056,10880
28077,25969,10880
28078,26396,10880
28079,26230,10880
28080,26141,10880
28081,26165,10880
28082,25855,10880
28083,26658,10880
28084,27752,10880
28085,26486,10880
28086,26595,10880
28087,26306,10880
28088,26408,10880
28089,26530,10880
28090,27178,10880
28091,27071,10880
28092,26466,10880
28093,26715,10880
28094,26188,10880
28095,25839,10880
28096,25971,10880
28097,26139,10880
28098,25758,10880
28099,25588,10880
28100,25616,10880
28101,25618,10880
28102,25651,10880
28103,25647,10880
28104,26194,10880
28105,25827,10880
28106,25556,10880
28107,25676,10880
28108,25505,10880
28109,25923,10880
28110,25630,10880
28111,25916,10880
28112,26189,10880
28113,26034,10880
28114,26207,10880
28115,74720,10880
28116,26625,10880
28117,26166,10880
28118,26526,10880
28119,28725,10880
28120,26661,10880
28121,26722,10880
28122,26386,10880
28123,26683,10880
28124,26869,10880
28125,25634,10880
28126,26290,10880
28127,25681,10880
28128,25863,10880
28129,25897,10880
28130,25989,10880
28131,25758,10880
28132,25915,10880
28133,25655,10880
28134,25883,10880
28135,25975,10880
28136,25715,10880
28137,25744,10880
28138,25782,10880
28139,26121,10880
28140,25966,10880
28141,25772,10880
28142,25865,10880
28143,26165,10880
28144,25799,10880
28145,26060,10880
28146,25664,10880
28147,25909,10880
28148,26003,10880
28149,25468,10880
28150,25831,10880
28151,25679,10880
28152,26317,10880
28153,25737,10880
28154,25882,10880
28155,25882,10880
28156,26031,10880
28157,25781,10880
28158,26391,10880
28159,25608,10880
28160,25799,10880
28161,25906,10880
28162,26006,10880
28163,25807,10880
28164,26268,10880
28165,26078,10880
28166,25852,10880
28167,26136,10880
28168,26003,10880
28169,26407,10880
28170,26617,10880
28171,26333,10880
28172,25819,10880
28173,25751,10880
28174,25701,10880
28175,25730,10880
28176,25621,10880
28177,25595,10880
28178,25664,10880
28179,25645,10880
28180,25658,10880
28181,25652,10880
28182,25651,10880
28183,25711,10880
28184,25579,10880
28185,25673,10880
28186,25615,10880
28187,25709,10880
28188,25925,10880
28189,25723,10880
28190,25836,10880
28191,25725,10880
28192,25731,10880
28193,25796,10880
28194,25665,10880
28195,25647,10880
28196,25662,10880
28197,25674,10880
28198,25628,10880
28199,25605,10880
28200,25648,10880
28201,26325,10880
28202,25870,10880
28203,25766,10880
28204,25643,10880
28205,26064,10880
28206,26063,10880
28207,25707,10880
28208,25681,10880
28209,25999,10880
28210,25991,10880
28211,25741,10880
28212,25745,10880
28213,25699,10880
28214,25719,10880
28215,25651,10880
28216,25642,10880
28217,25670,10880
28218,25738,10880
28219,25746,10880
28220,25693,10880
28221,25678,10880
28222,25926,10880
28223,25949,10880
28224,25820,10880
28225,25868,10880
28226,25854,10880
28227,25770,10880
28228,25644,10880
28229,25811,10880
28230,25733,10880
28231,25808,10880
28232,25736,10880
28233,25816,10880
28234,25718,10880
28235,25725,10880
28236,25696,10880
28237,25671,10880
28238,25698,10880
28239,25667,10880
28240,26183,10880
28241,26133,10880
28242,25853,10880
28243,26000,10880
28244,25731,10880
28245,25801,10880
28246,25919,10880
28247,26843,10880
28248,26628,10880
28249,26562,10880
28250,26918,10880
28251,26457,10880
28252,26354,10880
28253,26329,10880
28254,26127,10880
28255,26515,10880
28256,25991,10880
28257,26095,10880
28258,25823,10880
28259,25634,10880
28260,25901,10880
28261,25840,10880
28262,25744,10880
28263,25889,10880
28264,26255,10880
28265,25623,10880
28266,25876,10880
28267,25864,10880
28268,26101,10880
28269,25922,10880
28270,25842,10880
28271,25920,10880
28272,25901,10880
28273,25890,10880
28274,26054,10880
28275,26221,10880
28276,25579,10880
28277,25768,10880
28278,25972,10880
28279,25813,10880
28280,25827,10880
28281,25826,10880
28282,25969,10880
28283,26542,10880
28284,26245,10880
28285,26247,10880
28286,26013,10880
28287,25880,10880
28288,26406,10880
28289,26026,10880
28290,25904,10880
28291,25982,10880
28292,25791,10880
28293,26163,10880
28294,25759,10880
28295,26247,10880
28296,31458,10880
28297,28489,10880
28298,26819,10880
28299,28443,10880
28300,26022,10880
28301,25878,10880
28302,25721,10880
28303,26044,10880
28304,26089,10880
28305,25721,10880
28306,25980,10880
28307,58439,10880
28308,27038,10880
28309,25918,10880
28310,25767,10880
28311,26113,10880
28312,25844,10880
28313,26047,10880
28314,26074,10880
28315,25919,10880
28316,25800,10880
28317,26316,10880
28318,25716,10880
28319,26057,10880
28320,25771,10880
28321,26300,10880
28322,25857,10880
28323,25819,10880
28324,25763,10880
28325,25831,10880
28326,25767,10880
28327,26000,10880
28328,26016,10880
28329,25801,10880
28330,25984,10880
28331,25847,10880
28332,25851,10880
28333,25849,10880
28334,26132,10880
28335,25846,10880
28336,25887,10880
28337,26007,10880
28338,25922,10880
28339,26123,10880
28340,26910,10880
28341,26734,10880
28342,26764,10880
28343,26432,10880
28344,25728,10880
28345,25915,10880
28346,25863,10880
28347,25926,10880
28348,25819,10880
28349,26282,10880
28350,26182,10880
28351,26466,10880
28352,27117,10880
28353,26255,10880
28354,26658,10880
28355,26031,10880
28356,26033,10880
28357,26233,10880
28358,26076,10880
28359,26313,10880
28360,25972,10880
28361,25996,10880
28362,26601,10880
28363,26207,10880
28364,26056,10880
28365,25767,10880
28366,25995,10880
28367,25847,10880
28368,26143,10880
28369,25906,10880
28370,25933,10880
28371,25833,10880
28372,25837,10880
28373,25821,10880
28374,25837,10880
28375,25865,10880
28376,25854,10880
28377,25843,10880
28378,25866,10880
28379,25827,10880
28380,26317,10880
28381,26361,10880
28382,25962,10880
28383,25888,10880
28384,25820,10880
28385,25821,10880
28386,25993,10880
28387,25942,10880
28388,26174,10880
28389,26111,10880
28390,26040,10880
28391,25779,10880
28392,26514,10880
28393,26353,10880
28394,25989,10880
28395,26048,10880
28396,25931,10880
28397,26317,10880
28398,25878,10880
28399,25980,10880
28400,25989,10880
28401,25898,10880
28402,25998,10880
28403,26064,10880
28404,26646,10880
28405,26741,10880
28406,26417,10880
28407,26172,10880
28408,26051,10880
28409,26054,10880
28410,26162,10880
28411,25979,10880
28412,25964,10880
28413,26171,10880
28414,26156,10880
28415,26152,10880
28416,26340,10880
28417,25971,10880
28418,26047,10880
28419,26214,10880
28420,26258,10880
28421,26495,10880
28422,26725,10880
28423,26628,10880
28424,26369,10880
28425,26602,10880
28426,26400,10880
28427,26192,10880
28428,26471,10880
28429,26073,10880
28430,26357,10880
28431,26063,10880
28432,26480,10880
28433,25906,10880
28434,26186,10880
28435,26056,10880
28436,26561,10880
28437,26255,10880
28438,26333,10880
28439,26645,10880
28440,26189,10880
28441,26135,10880
28442,26276,10880
28443,26493,10880
28444,26571,10880
28445,26401,10880
28446,26324,10880
28447,26422,10880
28448,26398,10880
28449,26460,10880
28450,26976,10880
28451,26594,10880
28452,26879,10880
28453,26586,10880
28454,27219,10880
28455,28328,10880
28456,28458,10880
28457,26800,10880
28458,26626,10880
28459,31376,10880
28460,26133,10880
28461,26390,10880
28462,26636,10880
28463,26627,10880
28464,26297,10880
28465,26066,10880
28466,25813,10880
28467,26047,10880
28468,26177,10880
28469,26075,10880
28470,26103,10880
28471,26460,10880
28472,26689,10880
28473,26158,10880
28474,26087,10880
28475,26243,10880
28476,26730,10880
28477,27055,10880
28478,27178,10880
28479,26560,10880
28480,26441,10880
28481,25967,10880
28482,26228,10880
28483,26081,10880
28484,26481,10880
28485,26549,10880
28486,27304,10880
28487,27756,10880
28488,32529,10880
28489,34943,10880
28490,41623,10880
28491,32970,10880
28492,61522,10880
28493,63121,10880
28494,26654,10880
28495,28415,10880
28496,82603,10880
28497,29277,10880
28498,30676,10880
28499,28289,10880
28500,33211,10880
28501,26819,10880
28502,26669,10880
28503,26466,10880
28504,26163,10880
28505,26075,10880
28506,25988,10880
28507,26008,10880
28508,26316,10880
28509,26150,10880
28510,26350,10880
28511,26730,10880
28512,26880,10880
28513,26305,10880
28514,26380,10880
28515,26387,10880
28516,26793,10880
28517,26087,10880
28518,26144,10880
28519,26346,10880
28520,27040,10880
28521,26795,10880
28522,26870,10880
28523,27022,10880
28524,26582,10880
28525,26526,10880
28526,27084,10880
28527,27017,10880
28528,26265,10880
28529,27050,10880
28530,26648,10880
28531,26938,10880
28532,26213,10880
28533,26715,10880
28534,26180,10880
28535,26340,10880
28536,26247,10880
28537,26408,10880
28538,26502,10880
28539,26300,10880
28540,26310,10880
28541,25920,10880
28542,27339,10880
28543,28474,10880
28544,28488,10880
28545,62529,10880
28546,29713,10880
28547,27717,10880
28548,26185,10880
28549,26981,10880
28550,27323,10880
28551,31467,10880
28552,33762,10880
28553,29654,10880
28554,29850,10880
28555,27964,10880
28556,31630,10880
28557,27746,10880
28558,27005,10880
28559,26688,10880
28560,26837,10880
28561,26763,10880
28562,26404,10880
28563,26534,10880
28564,26575,10880
28565,26132,10880
28566,26709,10880
28567,26756,10880
28568,26378,10880
28569,26587,10880
28570,26741,10880
28571,26457,10880
28572,26325,10880
28573,26212,10880
28574,26433,10880
28575,27271,10880
28576,26048,10880
28577,26294,10880
28578,26143,10880
28579,26892,10880
28580,27308,10880
28581,26702,10880
28582,26826,10880
28583,27039,10880
28584,27109,10880
28585,26881,10880
28586,26045,10880
28587,27196,10880
28588,26252,10880
28589,26332,10880
28590,27129,10880
28591,26937,10880
28592,26586,10880
28593,30835,10880
28594,27969,10880
28595,26461,10880
28596,26132,10880
28597,26503,10880
28598,26660,10880
28599,26503,10880
28600,26771,10880
28601,26580,10880
28602,26532,10880
28603,26571,10880
28604,26929,10880
28605,27789,10880
28606,26928,10880
28607,26753,10880
28608,27063,10880
28609,27750,10880
28610,27843,10880
28611,27135,10880
28612,28167,10880
28613,27344,10880
28614,26700,10880
28615,26825,10880
28616,27371,10880
28617,29595,10880
28618,26551,10880
28619,26557,10880
28620,26808,10880
28621,27358,10880
28622,27259,10880
28623,27745,10880
28624,28251,10880
28625,27607,10880
28626,27188,10880
28627,29522,10880
28628,65014,10880
28629,26427,10880
28630,26721,10880
28631,26424,10880
28632,25942,10880
28633,26473,10880
28634,26109,10880
28635,26604,10880
28636,26301,10880
28637,26840,10880
28638,30667,10880
28639,26550,10880
28640,26585,10880
28641,26610,10880
28642,27224,10880
28643,26517,10880
28644,26487,10880
28645,27262,10880
28646,26477,10880
28647,26392,10880
28648,27627,10880
28649,26761,10880
28650,26209,10880
28651,26198,10880
28652,26784,10880
28653,26748,10880
28654,26942,10880
28655,26743,10880
28656,27067,10880
28657,26639,10880
28658,26498,10880
28659,26516,10880
28660,26278,10880
28661,27114,10880
28662,26560,10880
28663,26472,10880
28664,26791,10880
28665,26129,10880
28666,26344,10880
28667,26708,10880
28668,26463,10880
28669,26535,10880
28670,27185,10880
28671,26462,10880
28672,26537,10880
28673,26821,10880
28674,26753,10880
28675,26599,10880
28676,26833,10880
28677,26596,10880
28678,26941,10880
28679,26875,10880
28680,26703,10880
28681,26466,10880
28682,26369,10880
28683,26447,10880
28684,26371,10880
28685,26278,10880
28686,26417,10880
28687,26318,10880
28688,26126,10880
28689,26376,10880
28690,26266,10880
28691,26166,10880
28692,26138,10880
28693,26474,10880
28694,26311,10880
28695,26340,10880
28696,26319,10880
28697,26441,10880
28698,26262,10880
28699,26487,10880
28700,26291,10880
28701,26648,10880
28702,26168,10880
28703,26670,10880
28704,26349,10880
28705,26537,10880
28706,26475,10880
28707,26504,10880
28708,26469,10880
28709,26362,10880
28710,26270,10880
28711,26280,10880
28712,26251,10880
28713,26115,10880
28714,26228,10880
28715,26197,10880
28716,26215,10880
28717,26193,10880
28718,26359,10880
28719,26527,10880
28720,27299,10880
28721,26593,10880
28722,26256,10880
28723,26447,10880
28724,26366,10880
28725,26160,10880
28726,26695,10880
28727,26708,10880
28728,26253,10880
28729,26343,10880
28730,26215,10880
28731,26172,10880
28732,26249,10880
28733,26093,10880
28734,26286,10880
28735,26508,10880
28736,26585,10880
28737,26733,10880
28738,26688,10880
28739,26268,10880
28740,26571,10880
28741,26500,10880
28742,26579,10880
28743,26507,10880
28744,26437,10880
28745,26750,10880
28746,26783,10880
28747,27061,10880
28748,26839,10880
28749,26292,10880
28750,27211,10880
28751,26688,10880
28752,26369,10880
28753,26164,10880
28754,26730,10880
28755,26550,10880
28756,26488,10880
28757,26947,10880
28758,27565,10880
28759,27599,10880
28760,27376,10880
28761,27012,10880
28762,26946,10880
28763,27132,10880
28764,26843,10880
28765,26698,10880
28766,26738,10880
28767,26767,10880
28768,26794,10880
28769,26863,10880
28770,27099,10880
28771,26732,10880
28772,26809,10880
28773,27047,10880
28774,26779,10880
28775,26893,10880
28776,27038,10880
28777,26231,10880
28778,26468,10880
28779,26817,10880
28780,27053,10880
28781,26761,10880
28782,26561,10880
28783,26485,10880
28784,26560,10880
28785,26415,10880
28786,26591,10880
28787,26500,10880
28788,26734,10880
28789,26686,10880
28790,26668,10880
28791,26473,10880
28792,26219,10880
28793,26464,10880
28794,26604,10880
28795,26648,10880
28796,26340,10880
28797,26897,10880
28798,26436,10880
28799,26594,10880
28800,26937,10880
28801,26580,10880
28802,27229,10880
28803,26957,10880
28804,26549,10880
28805,26860,10880
28806,26714,10880
28807,27369,10880
28808,26752,10880
28809,26811,10880
28810,26525,10880
28811,27135,10880
28812,26856,10880
28813,26916,10880
28814,26914,10880
28815,26687,10880
28816,26761,10880
28817,26752,10880
28818,26384,10880
28819,26835,10880
28820,26675,10880
28821,26353,10880
28822,27027,10880
28823,26676,10880
28824,26407,10880
28825,26954,10880
28826,59710,10880
28827,26835,10880
28828,28090,10880
28829,29414,10880
28830,26708,10880
28831,26666,10880
28832,26726,10880
28833,26641,10880
28834,26402,10880
28835,26953,10880
28836,26564,10880
28837,26501,10880
28838,26619,10880
28839,26703,10880
28840,26894,10880
28841,26716,10880
28842,26955,10880
28843,26977,10880
28844,27337,10880
28845,26837,10880
28846,26651,10880
28847,26650,10880
28848,26718,10880
28849,26648,10880
28850,26893,10880
28851,26703,10880
28852,26409,10880
28853,26965,10880
28854,26234,10880
28855,26444,10880
28856,63567,10880
28857,26919,10880
28858,27138,10880
28859,26942,10880
28860,26875,10880
28861,26901,10880
28862,27030,10880
28863,26876,10880
28864,26207,10880
28865,26806,10880
28866,27008,10880
28867,26506,10880
28868,26873,10880
28869,26628,10880
28870,26958,10880
28871,26535,10880
28872,27755,10880
28873,27786,10880
28874,27152,10880
28875,27068,10880
28876,26400,10880
28877,26980,10880
28878,26438,10880
28879,27079,10880
28880,26403,10880
28881,27096,10880
28882,27748,10880
28883,27293,10880
28884,27012,10880
28885,27198,10880
28886,27998,10880
28887,27925,10880
28888,27394,10880
28889,28722,10880
28890,27259,10880
28891,34088,10880
28892,27662,10880
28893,26863,10880
28894,26998,10880
28895,26944,10880
28896,26681,10880
28897,27115,10880
28898,26929,10880
28899,26801,10880
28900,26406,10880
28901,26855,10880
28902,26414,10880
28903,27026,10880
28904,26605,10880
28905,27100,10880
28906,27113,10880
28907,26647,10880
28908,26819,10880
28909,27138,10880
28910,27321,10880
28911,26827,10880
28912,26733,10880
28913,26786,10880
28914,27104,10880
28915,27362,10880
28916,26810,10880
28917,26973,10880
28918,27315,10880
28919,26563,10880
28920,27039,10880
28921,26930,10880
28922,26837,10880
28923,27028,10880
28924,27573,10880
28925,26572,10880
28926,26748,10880
28927,26634,10880
28928,26494,10880
28929,26581,10880
28930,26873,10880
28931,26870,10880
28932,26562,10880
28933,27098,10880
28934,27095,10880
28935,26715,10880
28936,27305,10880
28937,26889,10880
28938,27051,10880
28939,26376,10880
28940,27040,10880
28941,26677,10880
28942,26839,10880
28943,26890,10880
28944,26433,10880
28945,26680,10880
28946,26546,10880
28947,26351,10880
28948,26474,10880
28949,26543,10880
28950,26605,10880
28951,26443,10880
28952,26777,10880
28953,26315,10880
28954,26720,10880
28955,26748,10880
28956,27088,10880
28957,26903,10880
28958,26761,10880
28959,26544,10880
28960,26583,10880
28961,26621,10880
28962,26480,10880
28963,26666,10880
28964,26917,10880
28965,26898,10880
28966,27164,10880
28967,26573,10880
28968,26586,10880
28969,26577,10880
28970,27047,10880
28971,26779,10880
28972,26563,10880
28973,26305,10880
28974,26973,10880
28975,27035,10880
28976,26713,10880
28977,26688,10880
28978,26893,10880
28979,26962,10880
28980,26762,10880
28981,26683,10880
28982,27009,10880
28983,26894,10880
28984,27376,10880
28985,27022,10880
28986,26705,10880
28987,26998,10880
28988,26649,10880
28989,26885,10880
28990,26785,10880
28991,27262,10880
28992,26841,10880
28993,26685,10880
28994,27048,10880
28995,26653,10880
28996,27211,10880
28997,26703,10880
28998,26728,10880
28999,26879,10880
29000,27077,10880
29001,27308,10880
29002,26737,10880
29003,27089,10880
29004,26692,10880
29005,27106,10880
29006,26733,10880
29007,27036,10880
29008,26845,10880
29009,26870,10880
29010,26962,10880
29011,26841,10880
29012,27032,10880
29013,26830,10880
29014,26645,10880
29015,27200,10880
29016,26700,10880
29017,26789,10880
29018,26875,10880
29019,26724,10880
29020,26536,10880
29021,27066,10880
29022,26836,10880
29023,26968,10880
29024,27126,10880
29025,26980,10880
29026,27185,10880
29027,26986,10880
29028,26913,10880
29029,27092,10880
29030,26740,10880
29031,27021,10880
29032,27234,10880
29033,26939,10880
29034,26851,10880
29035,26771,10880
29036,26958,10880
29037,27026,10880
29038,27283,10880
29039,53108,10880
29040,26966,10880
29041,26856,10880
29042,26943,10880
29043,27133,10880
29044,27194,10880
29045,27121,10880
29046,26855,10880
29047,27411,10880
29048,26637,10880
29049,27261,10880
29050,27002,10880
29051,26874,10880
29052,26809,10880
29053,26733,10880
29054,27256,10880
29055,26966,10880
29056,26893,10880
29057,26532,10880
29058,26870,10880
29059,26823,10880
29060,26566,10880
29061,26680,10880
29062,27538,10880
29063,26902,10880
29064,26972,10880
29065,26847,10880
29066,26751,10880
29067,26679,10880
29068,26665,10880
29069,26846,10880
29070,26735,10880
29071,26716,10880
29072,27295,10880
29073,27495,10880
29074,27375,10880
29075,27145,10880
29076,26677,10880
29077,26891,10880
29078,27160,10880
29079,26985,10880
29080,26872,10880
29081,27385,10880
29082,27461,10880
29083,26826,10880
29084,26813,10880
29085,26903,10880
29086,26792,10880
29087,26946,10880
29088,27067,10880
29089,27840,10880
29090,27953,10880
29091,83541,10880
29092,26761,10880
29093,26537,10880
29094,26918,10880
29095,26865,10880
29096,26862,10880
29097,26949,10880
29098,27007,10880
29099,26786,10880
29100,26827,10880
29101,26706,10880
29102,26712,10880
29103,26732,10880
29104,26710,10880
29105,27095,10880
29106,27043,10880
29107,31471,10880
29108,27325,10880
29109,27121,10880
29110,27384,10880
29111,27087,10880
29112,27349,10880
29113,27486,10880
29114,26855,10880
29115,27619,10880
29116,26855,10880
29117,27163,10880
29118,27301,10880
29119,27314,10880
29120,27208,10880
29121,27169,10880
29122,27032,10880
29123,27156,10880
29124,27492,10880
29125,27550,10880
29126,27539,10880
29127,27753,10880
29128,27060,10880
29129,27043,10880
29130,27301,10880
29131,26997,10880
29132,27197,10880
29133,27293,10880
29134,27336,10880
29135,27427,10880
29136,27042,10880
29137,26772,10880
29138,28553,10880
29139,27334,10880
29140,27032,10880
29141,27007,10880
29142,26738,10880
29143,27103,10880
29144,26814,10880
29145,27237,10880
29146,27457,10880
29147,27244,10880
29148,26678,10880
29149,26920,10880
29150,27003,10880
29151,26487,10880
29152,26944,10880
29153,26869,10880
29154,26683,10880
29155,26634,10880
29156,26661,10880
29157,27103,10880
29158,26724,10880
29159,26667,10880
29160,26817,10880
29161,26887,10880
29162,26696,10880
29163,26824,10880
29164,27130,10880
29165,27943,10880
29166,29819,10880
29167,26603,10880
29168,26667,10880
29169,26613,10880
29170,26631,10880
29171,26660,10880
29172,26729,10880
29173,26716,10880
29174,26793,10880
29175,26667,10880
29176,26801,10880
29177,26835,10880
29178,26674,10880
29179,26845,10880
29180,26898,10880
29181,26941,10880
29182,26817,10880
29183,26832,10880
29184,26787,10880
29185,26782,10880
29186,26733,10880
29187,27252,10880
29188,26693,10880
29189,26774,10880
29190,26697,10880
29191,26809,10880
29192,26780,10880
29193,26663,10880
29194,26870,10880
29195,26728,10880
29196,26642,10880
29197,26668,10880
29198,26870,10880
29199,26626,10880
29200,27088,10880
29201,30055,10880
29202,27024,10880
29203,26847,10880
29204,26738,10880
29205,26673,10880
29206,26635,10880
29207,26770,10880
29208,26896,10880
29209,27278,10880
29210,27232,10880
29211,26770,10880
29212,27245,10880
29213,26996,10880
29214,26769,10880
29215,26879,10880
29216,27649,10880
29217,27661,10880
29218,26975,10880
29219,26823,10880
29220,26845,10880
29221,27064,10880
29222,26732,10880
29223,26679,10880
29224,26847,10880
29225,26709,10880
29226,26681,10880
29227,26691,10880
29228,26724,10880
29229,26811,10880
29230,26903,10880
29231,26700,10880
29232,26797,10880
29233,26775,10880
29234,26676,10880
29235,26748,10880
29236,26788,10880
29237,26673,10880
29238,26914,10880
29239,26941,10880
29240,26760,10880
29241,26955,10880
29242,26670,10880
29243,26946,10880
29244,26608,10880
29245,27008,10880
29246,26897,10880
29247,26983,10880
29248,26972,10880
29249,26677,10880
29250,26851,10880
29251,26707,10880
29252,26844,10880
29253,26684,10880
29254,26871,10880
29255,26803,10880
29256,26838,10880
29257,26849,10880
29258,26780,10880
29259,27018,10880
29260,26801,10880
29261,26879,10880
29262,27521,10880
29263,28002,10880
29264,27909,10880
29265,27659,10880
29266,27674,10880
29267,27466,10880
29268,27577,10880
29269,28117,10880
29270,27454,10880
29271,27409,10880
29272,27378,10880
29273,27523,10880
29274,27720,10880
29275,27473,10880
29276,27482,10880
29277,26992,10880
29278,27519,10880
29279,27963,10880
29280,27780,10880
29281,28116,10880
29282,26926,10880
29283,26823,10880
29284,26834,10880
29285,26893,10880
29286,26980,10880
29287,26720,10880
29288,26875,10880
29289,26849,10880
29290,26771,10880
29291,26892,10880
29292,26824,10880
29293,26899,10880
29294,27049,10880
29295,27403,10880
29296,27188,10880
29297,27146,10880
29298,26795,10880
29299,26908,10880
29300,26950,10880
29301,26867,10880
29302,26736,10880
29303,26766,10880
29304,26769,10880
29305,26753,10880
29306,26770,10880
29307,26771,10880
29308,26771,10880
29309,26734,10880
29310,26788,10880
29311,26798,10880
29312,26868,10880
29313,26860,10880
29314,26938,10880
29315,26794,10880
29316,26932,10880
29317,26797,10880
